643557549	20160405	201604	2016	2016.2603	JUD	APPEALS COURT						JUD													0	120	120	12	3	-4.0	64	25	50	-11.1723186562651	2	Texas, United States	US	USTX	31.106	-97.6475	TX	0							3	Fort Worth, Texas, United States	US	USTX	32.7254	-97.3208	1380947	20170405	http://www.kristv.com/story/35070462/the-latest-woman-in-collar-bomb-case-dies-of-natural-causes
643557550	20160405	201604	2016	2016.2603	LEG	SENATE						LEG													1	010	010	01	1	0.0	5	1	5	-2.56849315068494	1	Denmark	DA	DA	56	10	DA	0							1	Denmark	DA	DA	56	10	DA	20170405	http://rightwingnews.com/donald-trump/great-illegal-immigration-67-percent-trump/
643557551	20160405	201604	2016	2016.2603	PRK	PYONGYANG	PRK								JPN	JAPAN	JPN								0	111	111	11	3	-2.0	26	10	26	-6.78819343021121	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	20170405	http://www.dnaindia.com/world/report-north-korea-fires-projectile-into-sea-of-japan-s-korea-2381895
643557552	20160405	201604	2016	2016.2603	PRK	PYONGYANG	PRK								JPN	JAPAN	JPN								0	111	111	11	3	-2.0	104	10	104	-6.78819343021121	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	1	Japan	JA	JA	36	138	JA	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	20170405	http://www.dnaindia.com/world/report-north-korea-fires-projectile-into-sea-of-japan-s-korea-2381895
643557553	20160405	201604	2016	2016.2603	PRK	PYONGYANG	PRK								JPN	JAPAN	JPN								0	190	190	19	4	-10.0	26	10	26	-6.78819343021121	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	20170405	http://www.dnaindia.com/world/report-north-korea-fires-projectile-into-sea-of-japan-s-korea-2381895
643557554	20160405	201604	2016	2016.2603	PRK	PYONGYANG	PRK								JPN	JAPAN	JPN								0	190	190	19	4	-10.0	104	10	104	-6.78819343021121	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	1	Japan	JA	JA	36	138	JA	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	20170405	http://www.dnaindia.com/world/report-north-korea-fires-projectile-into-sea-of-japan-s-korea-2381895
643557555	20160405	201604	2016	2016.2603	SYR	SYRIA	SYR								MED	SPOKESMAN						MED			1	190	190	19	4	-10.0	21	1	21	-7.65027322404371	4	Raqqa, Ar Raqqah, Syria	SY	SY04	35.95	39.0167	-2538949	4	Raqqa, Ar Raqqah, Syria	SY	SY04	35.95	39.0167	-2538949	4	Raqqa, Ar Raqqah, Syria	SY	SY04	35.95	39.0167	-2538949	20170405	http://www.nbcnews.com/news/world/isis-calls-trump-idiot-first-message-addressing-new-president-n742716
643557556	20160405	201604	2016	2016.2603	USA	UNITED STATES	USA																		1	070	070	07	2	7.0	1	1	1	3.7037037037037	3	Loudoun County, Virginia, United States	US	USVA	39.0834	-77.6497	1480141	0							3	Loudoun County, Virginia, United States	US	USVA	39.0834	-77.6497	1480141	20170405	http://www.virginiabusiness.com/news/article/loudoun-contractors-business-is-booming
643557557	20160405	201604	2016	2016.2603	USA	UNITED STATES	USA																		1	070	070	07	2	7.0	1	1	1	3.7037037037037	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	0							3	Loudoun County, Virginia, United States	US	USVA	39.0834	-77.6497	1480141	20170405	http://www.virginiabusiness.com/news/article/loudoun-contractors-business-is-booming
643557558	20160405	201604	2016	2016.2603	USA	UNITED STATES	USA																		1	130	130	13	3	-4.4	4	4	4	-0.578106951698808	3	Fairbanks, Alaska, United States	US	USAK	64.8378	-147.716	1401958	0							2	Alaska, United States	US	USAK	61.385	-152.268	AK	20170405	http://www.newstribune.com/news/news/story/2017/apr/04/we-pupils-more-states-teach-founding-us-documents/668315/
